,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit
974,Nitrogen Fertilizer_Annual Production_US,Nitrogen Fertilizer,USA,United States of America,0.024955092,-5.66E+16,0.219416926,1965.614538,0.569462076,0.177407196,0.565367059,20.02784945,1961,60,4.693333333,,,11.5186954,,,9,,,20157.33333,1.097833333,,2,,,,err,Democracy,9.911323438,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
975,Phosphate Fertilizer_Annual Production_GB,Phosphate Fertilizer,GBR,United Kingdom of Great Britain and Northern Ireland,-0.051939963,1.11E-16,32.95573984,1922.61634,1.11E-16,7.320485131,-2.22E-16,0.133343969,1961,55,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
976,Nitrogen Fertilizer_Annual Production_GB,Nitrogen Fertilizer,GBR,United Kingdom of Great Britain and Northern Ireland,err,,0.52383361,1960.567553,0.028478892,-0.108496402,0.550066719,8.389017188,1961,60,,,,,,,10,,,14118,0.9639,,0,,,,err,Democracy,9.555205858,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
977,Hydrochloric Acid_Annual Production_AU,Hydrochloric Acid,AUS,Australia,0.05056206,-5.73E+59,0.370970181,1969.906905,0.971939399,0.276689436,0.974305288,11.84582852,1937,60,5.511363636,,14.03508782,2.809486375,,,10,,,13021.5,1.694363636,,0,,,,err,Democracy,9.474357116,13.48435814,High Material Use,,1888,1892,Customized [3],Complex [3],Firms [1],917260282.5,Low,30,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons
978,Hydrochloric Acid_Annual Production_AU,Hydrochloric Acid,AUS,Australia,0.05056206,-5.73E+59,0.370970181,1969.906905,0.971939399,0.276689436,0.974305288,11.84582852,1937,60,5.511363636,,14.03508782,2.809486375,,,10,,,13021.5,1.694363636,,0,,,,err,Democracy,9.474357116,13.48435814,High Material Use,,1888,1892,Customized [3],Complex [3],Firms [1],917260282.5,Low,30,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons
979,Phosphate Fertilizer_Annual Production_PH,Phosphate Fertilizer,PHL,Philippines,0.043425053,-1.41E+48,4.254086313,1984.649584,0.43455474,3.014069301,0.433883165,1.032994827,1961,60,17.3499834,,18.1450954,2.598727267,-58444444.44,,-2.72,,,3110.48,-0.2154744,,3,,,,err,Not Democracy,8.042532334,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
980,Phosphate Fertilizer_Annual Production_PK,Phosphate Fertilizer,PAK,Pakistan,0.10140535,-3.23E+150,0.097283782,2013.637498,0.953065661,0.020699087,0.949650849,45.17144662,1961,60,12.02318182,0.267999091,17.79392473,2.791788024,-910294884.1,1.761797071,1.214285714,7.721667,7.83,2547.158717,-0.10800213,-0.628981455,4,,,,LM,Not Democracy,7.842733788,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
981,Nitrogen Fertilizer_Annual Production_AR,Nitrogen Fertilizer,ARG,Argentina,0.094676555,-4.23E+138,1.514177339,2000.241039,0.945166376,1.94782462,0.942695982,2.902202431,1961,60,,0.42812,7.224719283,5.041240249,-2947065096,,1.4,,,11920.92213,0.3405752,0.155454619,2,,,,UM,Not Democracy,9.386050298,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
982,Phosphate Fertilizer_Annual Production_JP,Phosphate Fertilizer,JPN,Japan,-0.016803552,4.66E-15,-0.075702256,1998.526222,0.832680434,-0.042964835,0.814755153,-58.0491175,1961,60,3.155853143,2.7597425,9.819966293,11.56223142,18678845014,,10,,,21319.30161,1.889974359,0.96355385,0,,,,H,Democracy,9.96736812,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
983,Phosphate Fertilizer_Annual Production_KP,Phosphate Fertilizer,PRK,Democratic People's Republic of Korea,-0.019307862,1.11E-16,0.348320298,1963.23764,0.105807579,0.293350604,0.100897148,12.61611562,1961,43,,,,,,,-8,,,,-0.645766667,,4,,,,err,Not Democracy,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
984,Nitrogen Fertilizer_Annual Production_KP,Nitrogen Fertilizer,PRK,Democratic People's Republic of Korea,-0.022327144,-2.22E-16,13.93289651,1834.261191,-2.22E-16,23.05797611,0,0.315400976,1961,60,,,,,,,,,,,,,,,,,err,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
985,Phosphate Fertilizer_Annual Production_NO,Phosphate Fertilizer,NOR,Norway,0.033319704,-1.42E+28,0.051312255,1996.249478,0.950222486,0.023958293,0.951788959,85.64131808,1961,60,,,34.89395681,6.457270848,350154410.7,,10,,,23152.00491,2.093333333,1.950876,0,,,,H,Democracy,10.04983666,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
986,Phosphate Fertilizer_Annual Production_CO,Phosphate Fertilizer,COL,Colombia,0.044946314,-6.85E+48,1.076339638,1970.112762,0.266652289,0.195773824,-0.971643537,4.08277183,1961,60,,,12.5831994,3.348060133,-45666666.67,,7,,,4395.2,-0.171843,,2,,,,err,Democracy,8.388268315,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
987,Phosphate Fertilizer_Annual Production_CN,Phosphate Fertilizer,CHN,"China, mainland",0.076393389,-9.37E+106,0.115539617,2001.753058,0.942022551,0.046120171,0.929294407,38.03413282,1961,60,8.017826087,0.784262857,8.462658798,4.5501603,-18696003294,,-7.428571429,,,2469.383331,0.11768381,-0.207344315,3,,,,LM,Not Democracy,7.811723735,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
988,Nitrogen Fertilizer_Annual Production_CN,Nitrogen Fertilizer,CHN,"China, mainland",0.0837681,-4.33E+109,0.094202591,1996.040517,0.974223441,0.046485711,0.975005823,46.64892032,1961,60,8.618823529,0.56324,7.058687181,3.978425044,-10081146667,,-7.5,,,2098.835467,0.031022778,-0.34865388,3,,,,L,Not Democracy,7.64913793,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
989,Potash Fertilizer_Annual Production_CL,Potash Fertilizer,CHL,Chile,0.047454858,-1.23E+56,0.205032417,2005.258541,0.961369248,0.11262625,0.957689868,21.4329481,1961,60,20.8942772,,22.68056647,1.8320171,-1497227903,,2.444444444,,,10213.809,0.882562222,1.130165229,2,,,,UM,Not Democracy,9.231495907,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
990,Nitrogen Fertilizer_Annual Production_CL,Nitrogen Fertilizer,CHL,Chile,-0.024522783,0,-11.29182441,2013.152637,0.495756982,-13.02956955,0.495757004,-0.389170872,1961,60,17.55403745,0.352624286,24.25235864,1.887426214,-2869032329,6.353372614,3.58490566,5.9635,6.5515,11571.68805,0.979533962,1.12853936,2,,,,H,Not Democracy,9.356316709,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
991,Phosphate Fertilizer_Annual Production_CA,Phosphate Fertilizer,CAN,Canada,err,,0.719973386,1961.134394,0.049858142,0.636372914,0.048722922,6.103627214,1961,60,5.6041665,,18.273518,,-639517888,,10,,,14080,1.225,,0,,,,err,Democracy,9.55251063,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
992,Nitrogen Fertilizer_Annual Production_CA,Nitrogen Fertilizer,CAN,Canada,0.036997945,-5.27E+37,0.173157093,1979.29338,0.923371661,0.112019301,0.912576419,25.37839523,1961,60,7.629386,,20.81294126,3.832570344,-1321535837,,10,,,19763.89474,1.602421053,,0,,,,err,Democracy,9.891612054,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
993,Nitrogen Fertilizer_Annual Production_BG,Nitrogen Fertilizer,BGR,Bulgaria,0.03367928,-1.10E+31,-0.08307507,2024.770834,0.053472436,-0.069919032,0.047511815,-52.89732705,1961,60,33.96949566,0.5809992,49.59219749,7.520524493,-2020033908,8.683935429,0.913793103,5.6883116,6.267732,10110.59571,1.174190909,-0.00309015,3,,,,UM,Not Democracy,9.221339234,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
994,Phosphate Fertilizer_Annual Production_BR,Phosphate Fertilizer,BRA,Brazil,0.058309985,-7.20E+75,0.091962129,1983.270719,0.78555861,0.063866752,0.803229899,47.78542196,1961,60,,,8.191469052,5.363456691,-1796333333,,-4.818181818,,,5588.565217,0.193095217,,4,,,,err,Not Democracy,8.628477864,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
995,Nitrogen Fertilizer_Annual Production_BR,Nitrogen Fertilizer,BRA,Brazil,0.060059953,-5.58E+75,0.307035158,1980.024937,0.899065567,0.20856738,0.893597228,14.31252753,1961,60,,,8.00732111,5.730021526,-1649666667,,-5.052631579,,,5301.9,0.1741945,,4,,,,err,Not Democracy,8.575820526,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
996,Nitrogen Fertilizer_Annual Production_BD,Nitrogen Fertilizer,BGD,Bangladesh,0.065927752,-2.38E+88,0.395686849,1983.610265,0.709414292,0.333651109,0.699061179,11.10587618,1961,60,10.653175,,13.09998765,2.838888313,74645.42037,,-3.384615385,,,901.75,-0.489402308,,3,,,,err,Not Democracy,6.80433732,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
997,Phosphate Fertilizer_Annual Production_AU,Phosphate Fertilizer,AUS,Australia,err,,1.243723572,1937.628415,-2.22E-16,0.482660386,-6.78E-12,3.533300528,1961,60,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
998,Nitrogen Fertilizer_Annual Production_AU,Nitrogen Fertilizer,AUS,Australia,0.048353796,-1.01E+57,0.058370241,1989.266173,0.755373858,0.03498445,0.762142282,75.28578059,1961,60,9.215158086,,14.7564451,2.014108559,-5000323944,,10,,,20673.86207,1.985517241,,0,,,,err,Democracy,9.936625479,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
999,Phosphate Fertilizer_Annual Production_DK,Phosphate Fertilizer,DNK,Denmark,-0.057800927,2.22E-16,-0.355420183,1995.711807,0.660288724,1.095210648,2.22E-16,-12.3640957,1961,44,,1.80667,31.20971506,2.647663603,189797147.5,,10,,,24078.37331,2.397777778,1.7590479,0,,,,H,Democracy,10.08906934,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1000,Nitrogen Fertilizer_Annual Production_EG,Nitrogen Fertilizer,EGY,Egypt,0.063456313,-3.10E+81,0.062122367,2040.356719,0.930288869,0.008774015,0.931433012,70.73859814,1961,60,13.97489366,0.458917273,26.86773552,3.186563177,-2756202522,1.197485912,-5.666666667,6.9569741,7.785262167,5326.103676,-0.149699818,-0.428250889,4,LM,,,LM,Not Democracy,8.580375232,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1001,Phosphate Fertilizer_Annual Production_EG,Phosphate Fertilizer,EGY,Egypt,0.049029685,-4.57E+58,0.039406481,2181.142546,0.870955344,err,0.931433012,111.5159003,1961,60,13.97489366,0.458917273,26.86773552,3.186563177,-2756202522,1.197485912,-5.666666667,6.9569741,7.785262167,5326.103676,-0.149699818,-0.428250889,4,LM,,,LM,Not Democracy,8.580375232,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1002,Nitrogen Fertilizer_Annual Production_IN,Nitrogen Fertilizer,IND,India,0.07609325,-4.52E+99,0.131151117,1989.94596,0.988501927,0.074216338,0.99026791,33.5067612,1961,60,16.11538462,,6.458326073,6.868419557,9016338.624,,7.266666667,,,1490.5,0.002523933,,0,,,,L,Democracy,7.306866913,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1003,Nitrogen Fertilizer_Annual Production_JP,Nitrogen Fertilizer,JPN,Japan,-0.012345218,-0.000128607,3.610836006,1937.180033,1.11E-16,15.85886836,2.18E-06,1.217017097,1961,60,,,,,,,,,,,,,,,,,err,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1004,Phosphate Fertilizer_Annual Production_IT,Phosphate Fertilizer,ITA,Italy,-0.025664573,0,2.343846539,1922.606091,2.22E-16,20.57891456,0,1.874887746,1961,60,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1005,Nitrogen Fertilizer_Annual Production_IT,Nitrogen Fertilizer,ITA,Italy,-0.014814239,2.09E-13,2.370160638,1959.911041,0.000293384,-0.112469022,0.730078885,1.854072287,1961,60,,,,,,,,,,,,,,,,,err,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1006,Potash Fertilizer_Annual Production_IL,Potash Fertilizer,ISR,Israel,0.054832811,-1.03E+70,0.085093495,1985.287913,0.910968607,0.049755677,0.9148206,51.64259801,1961,60,,,,3.382177967,-33172727.27,,8.64,,,14050.44,1.290592,,0,,,,err,Democracy,9.550408991,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1007,Phosphate Fertilizer_Annual Production_IL,Phosphate Fertilizer,ISR,Israel,0.054945068,-1.46E+70,0.133147578,1993.18659,0.960129127,0.078005479,0.957937304,33.00434916,1961,60,,,,3.129284447,-31290000,,8,,,15627.95503,1.367569697,,0,,,,H,Democracy,9.656816579,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1008,Nitrogen Fertilizer_Annual Production_IL,Nitrogen Fertilizer,ISR,Israel,err,,0.23872496,1969.072007,0.510189296,-0.341707064,0.113735843,18.40800038,1961,60,,,,3.690249975,-23000000,,9.666666667,,,9778.555556,0.740533333,,0,,,,err,Democracy,9.187947058,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1009,Nitrogen Fertilizer_Annual Production_PK,Nitrogen Fertilizer,PAK,Pakistan,0.093059058,-1.40E+136,0.098474522,1995.693886,0.979699723,0.048511457,0.98403537,44.62523992,1961,60,,,17.68814956,2.790543572,-209425375.4,,1.5,,,1893.130133,-0.191943278,-0.6241546,4,,,,L,Not Democracy,7.545986893,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1010,Phosphate Fertilizer_Annual Production_IN,Phosphate Fertilizer,IND,India,0.072587784,-4.12E+98,0.118261758,1991.668678,0.950731484,0.063764944,0.954200668,37.15866586,1961,60,16.4194444,,6.619794975,6.848300943,-83004350.03,,7.3125,,,1527.892738,0.011821812,,0,,,,L,Democracy,7.331644769,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1011,Phosphate Fertilizer_Annual Production_HU,Phosphate Fertilizer,HUN,Hungary,-0.020104241,0,0.641966755,1962.099082,0.058158395,3.88448457,0,6.845290853,1961,41,,,,,,,-7,,,6199,0.2068,,3,,,,err,Not Democracy,8.732143268,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1012,Nitrogen Fertilizer_Annual Production_FI,Nitrogen Fertilizer,FIN,Finland,0.022780148,-7.61734E+13,0.301054223,1967.185602,0.738101414,-0.727799936,0.006589522,14.59686932,1961,60,,,,4.54666534,,,10,,,11663,1.363285714,,1,,,,err,Democracy,9.364176717,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1013,Nitrogen Fertilizer_Annual Production_HU,Nitrogen Fertilizer,HUN,Hungary,0.027459819,-5.57E+20,0.524265539,1966.337963,0.245447523,0.419951288,0.238449785,8.382105687,1961,60,,,,5.603538,,,-7,,,6745.166667,0.26405,,3,,,,err,Not Democracy,8.816581478,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1014,Phosphate Fertilizer_Annual Production_GR,Phosphate Fertilizer,GRC,Greece,0.059959562,0.175981901,-0.097548933,2016.208716,0.205715712,-0.076878394,0.1902425,-45.04866439,1961,60,,0.662271765,24.33286045,2.781649793,-593809335.2,11.175833,6.781818182,,,16563.85632,1.135141818,0.53984583,0,,,,H,Democracy,9.71497827,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
1015,Phosphate Fertilizer_Annual Production_DE,Phosphate Fertilizer,DEU,Germany,-0.044861888,0,19.71888609,1839.870123,0,15.59830726,-2.22E-16,0.222854837,1961,60,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
