,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit,First Year of Data,Country_Timing
3179,Beer_Annual Production_PH,Beer Production,PHL,Philippines,0.033673877661937836,-1.465728469725158e+19,0.18987146433522253,1974.2373585985408,0.641800043721115,0.08836824947429613,0.6331010391576324,23.144336986383248,1948,31,,,,2.8395443076923073,,,2.888888888888889,,,2401.8518518518517,-0.1579486666666666,,2.0,,,,err,Not Democracy,7.78399532374026,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14.0,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres,1948,Late
2612,Sulphuric Acid_Annual Production_MA,Sulphuric Acid,MAR,Morocco,0.09192425341617488,-1.158363533114793e+130,1.0273466321011384,1975.8307550599425,0.97796568874274,0.749412844600996,0.9762903255729208,4.277474629653355,1948,38,,,22.58891523529412,1.8833953266666663,-38014962.7431903,,-7.315789473684211,,,2409.3703703703704,-0.3315522352941176,,5.0,,,,err,Not Democracy,7.787120735243387,6.991051454,High Material Use,,,1838,Customized [3],Complex [3],Firms [1],3048700,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1948,Late
1586,Postal Traffic_Total Number_PK,Postal Traffic,PAK,Pakistan,0.10567942601234234,-2.287101884803317e+158,0.09068676732025133,1982.5238903589652,0.9955402760860456,0.03346400263680369,0.9980676655482784,48.457446268361046,1948,46,,,16.051772958333334,2.690685195454545,-47372364.20372682,,-1.5454545454545454,,,1348.7058823529412,-0.123092,,4.0,,,,err,Not Democracy,7.206900806011737,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1948,Late
1587,Railroad_Total Length_IL,Railroad,ISR,Israel,0.0490611331927795,-5.738245738655968e+55,0.11597192065050624,1950.0898184729026,0.8648197476788548,0.09807421089291259,0.8766024706146854,37.89235471848035,1948,46,,,,,,,10.0,,,4490.0,,,0.0,,,,err,Democracy,8.4096079807363,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1948,Late
1523,Telephones_Total Number_PK,Telephones,PAK,Pakistan,0.146480491294686,-3.6697380513247743e+230,err,err,,err,0.0123771776364365,err,1948,51,,,,,,,,,,,,,,,,,,,,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1948,Late
1486,Radio_Total Number_LK,Radio,LKA,Sri Lanka,0.15773448794678244,-2.400459112779156e+245,0.11812387530058023,1998.5600665940494,0.99859020815673,0.020184751162847018,0.9973874280465628,37.20204017596139,1948,52,,0.18356,35.50893047500001,1.4505089429032256,-82328421.23126249,,6.384615384615385,,,2916.2897865384616,-0.1937462499999999,-0.32285727,0.0,,,,LM,Democracy,7.978067466290482,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1948,Late
1655,Telegraph Traffic_Total Number_PK,Telegraph Traffic,PAK,Pakistan,0.09943291717255981,-5.151096175340329e+144,0.10532740305080421,1973.1822890304968,0.9938721841193588,0.05018643408085379,0.9980466916038472,41.72180294384355,1948,43,,,12.967499857142858,2.4444738000000004,,,8.0,,,1175.9166666666667,-0.0763005714285714,,4.0,,,,err,Democracy,7.06980326426976,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1948,Late
1491,Radio_Total Number_MM,Radio,MMR,Burma,0.17554156448074829,-1.1041049510344568e+280,0.12882812991315257,1999.104308270482,0.999003464966558,0.02148687250564937,0.9980284100336716,34.11094422960954,1948,52,20.230768833333332,0.05373,,1.28635729,-213792209.8345669,,-3.730769230769231,,,1115.040446,-0.9883675000000002,-1.19916125,4.0,,,,L,Not Democracy,7.016645957675779,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1948,Late
1616,Postal Traffic_Total Number_IL,Postal Traffic,ISR,Israel,0.14047020476281497,-1.2766491259248025e+215,0.1156568302543767,1980.6435551282386,0.9978507710257049,0.04470201699775121,0.999041728995208,37.99558698787825,1948,46,,,,3.5173925100000005,-46936842.10526316,,9.470588235294118,,,10677.1875,1.1710045454545457,,0.0,,,,err,Democracy,9.27586473513678,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1948,Late
1532,Railroad_Total Length_PK,Railroad,PAK,Pakistan,err,,0.023367121430447096,1824.1554379609101,0.7141437763026673,0.022506489356466357,0.713895398993206,188.06121103759583,1948,50,,,,,,,,,,,,,,,,,err,,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1948,Late
1408,Tin_Annual Production_BO,Tin,BOL,Bolivia,0.08546327911758753,-7.10400468049648e+121,0.5609499813809928,1972.8271821905594,0.8392108196980105,0.45386090483347974,0.835220512721859,7.8339411721769245,1948,54,,,25.01856628571429,0.6721631009090909,,,-0.8461538461538461,,,2998.1923076923076,-1.0451642857142855,,3.0,,,,err,Not Democracy,8.005764821932974,0.056071413,Low Material Use,,,1910,Customized [3],Complex [3],Firms [1],Expensive,Low,,Decades,No,No,No,Materials,Fixed Constructions,Annual Production,thousand metric tons,1948,Late
1414,Telephones_Total Number_CN,Telephones,CHN,China,0.15957462203272996,-6.61558787879584e+252,0.23409695894409252,2052.9662088012747,0.9908868811868868,err,0.9986419550381108,18.77191901378749,1949,54,6.7409302325581395,1.4988824,12.64221594920635,8.627063762857144,-60544030873.66126,30.7563882,-7.428571428571429,7.415245000000001,7.285993766666667,3920.0102,0.2405557142857143,0.1512131667365217,3.0,,,,UM,Not Democracy,8.27384953482194,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
621,Nuclear Weapons_Total Number_RU,Nuclear Weapons,RUS,Russia,0.2280247221227357,-inf,0.14533219412763398,1987.5193070995224,0.9991505950060028,0.07716801344670021,0.9992975939502496,30.2372724849467,1949,62,,,,,,,,,,10006.48275862069,,,3.0,,,,err,,9.210988437798228,3.9e-05,Medium Material Use,,,1945,Customized [3],Complex [3],Firms [1],28000000,Low,25.0,Decades,No,No,Yes,Space and Defense,Mechanical Engineering; Lighting; Heating; Weapons; Blasting,Cumulative Calculation,-,1949,Late
1583,Telegraph Traffic_Total Number_IL,Telegraph Traffic,ISR,Israel,0.07855604534517066,-5.233905296488183e+106,0.11599639275644541,1970.284820020595,0.997195044404066,0.067858771269013,0.9987978180916642,37.884360455064744,1949,52,,,,3.702905566666667,-29000000.0,,9.818181818181818,,,7850.571428571428,0.763009090909091,,0.0,,,,err,Democracy,8.968341601575728,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1949,Late
5054,Pumped Hydro Storage_Cumulative Rated Power_IT,Pumped Hydro Storage,ITA,Italy,0.06259883118279029,-3.1193944781917655e+83,0.1778543994831909,1979.984990464759,0.9829167541612518,3.2311192742664074,0.256359556083678,24.708127363966394,1949,16,,,19.04049290909091,8.204231815789473,-249712587.02206305,,10.0,,,12374.34375,0.8750809523809524,,0.0,,,,err,Democracy,9.423380555727704,0.0,Medium Material Use,,,1907,Customized [3],Simple [1],Firms [1],2976000000,Low,40.0,Decades,No,No,No,Storage Technology,Electricity,Cumulative Rated Power,kW,1949,Early
1433,Telephones_Total Number_TG,Telephones,TGO,Togo,0.11999508882379326,-7.311424636454313e+181,0.07824831855179205,2023.3453137974332,0.9939480841046918,0.009132753677560484,0.994943086247372,56.160301409720155,1949,54,5.371480738461538,0.2415133333333333,33.673040746031745,1.2458354333962265,2352775.539336892,0.2060616439285714,-4.779661016949152,,,1260.1829753623188,-0.3554583928571428,-1.1909445530434783,4.0,,,,L,Not Democracy,7.139012207943855,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
3623,Railroad_Total Length_LB,Railroad,LBN,Lebanon,0.0,1.0,err,err,,err,0.6635773122746853,err,1949,27,,,,,,,,,,,,,,,,,,,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1949,Late
392,Radio_Total Number_SA,Radio,SAU,Saudi Arabia,0.21722608027555976,-inf,0.1447991875712348,1994.5983337303092,0.9993838747436128,0.04085652255348651,0.9998559475497713,30.348576040943353,1949,51,,,30.683799392857143,1.444943959047619,-896626769.8923454,,-10.0,,,12542.240176086954,-0.0029766416666666,,5.0,,,,UM,Not Democracy,9.43685744066343,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
1604,Beer_Annual Production_NG,Beer Production,NGA,Nigeria,0.1647225587395844,-2.363465906659774e+261,0.15882518107872412,1983.4234396161064,0.9065462136545878,0.06328170632723583,0.9117565086582644,27.66846620180627,1949,45,7.536607071428571,,15.582750687499995,2.249737505,-222083239.67053485,,-0.1304347826086956,,,1593.4411764705883,-0.69202375,,4.0,,,,err,Not Democracy,7.373651218504292,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14.0,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres,1949,Late
1516,Radio_Total Number_ID,Radio,IDN,Indonesia,0.16867664768065935,-1.4597256155052852e+269,0.15751469815966312,1992.7179896028074,0.9994689235720648,0.05168348024094307,0.9994905647520664,27.898660925077937,1949,51,22.243229125000003,,19.598151094117643,2.851315542307693,-698692307.6923077,,-5.088888888888889,,,2349.1404244444443,-0.4914658823529411,,4.0,,,,LM,Not Democracy,7.761804763393391,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
2608,Telephones_Total Number_IQ,Telephones,IRQ,Iraq,0.15848186555900357,-3.497617084870094e+246,err,err,,err,0.9281664317290544,err,1949,40,,,,,,,,,,,,,,,,,,,,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
1444,Telephones_Total Number_GA,Telephones,GAB,Gabon,0.14756233624657977,-2.993953252692919e+227,0.1063021536260848,2000.5417262841675,0.99880332349644,0.024341476461152946,0.9995894658478424,41.33922977825836,1949,54,,,41.88268716666667,1.1119089407407408,37319387.618248165,,-7.268292682926829,,,6933.19875,-0.2705489047619047,-0.3820395033333333,3.0,,,,UM,Not Democracy,8.844076565775211,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
1413,Beer_Annual Production_ET,Beer Production,ETH,Ethiopia,0.12902663495135436,-4.12266288633262e+199,0.05972541494230587,2190.601230992914,0.8306656102425042,err,0.9986419550381108,73.57754079929677,1949,54,9.024284708333331,0.294108,24.80732466666667,1.154572651153846,-1617423483.9878926,6.776526023076922,-1.1666666666666667,6.9707968000000005,7.81848775,925.4943985507248,-0.6075198928571428,-0.7226978734782609,5.0,,,,L,Not Democracy,6.8303280796459385,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14.0,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres,1949,Late
1392,Sulphuric Acid_Annual Production_CN,Sulphuric Acid,CHN,China,0.12475425338862153,-6.4200071104555945e+190,0.07271905983756696,2163.28571211597,0.9898506396898918,err,0.9974831280782356,60.43050012594151,1949,55,6.7409302325581395,1.4988824,12.64221594920635,8.627063762857144,-60544030873.66126,30.7563882,-7.428571428571429,7.415245000000001,7.285993766666667,3920.0102,0.2405557142857143,0.1512131667365217,3.0,,,,UM,Not Democracy,8.27384953482194,6.991051454,High Material Use,,,1838,Customized [3],Complex [3],Firms [1],3048700,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1949,Late
3276,Telegraph Traffic_Total Number_MM,Telegraph Traffic,MMR,Burma,0.12404328955912082,-1.8514612466325905e+186,0.1259601712104147,1970.5363560064852,0.991332794669455,0.0553940748862019,0.991818773310056,34.8876086182161,1949,35,,,,1.391753126,,,-0.0869565217391304,,,865.8181818181819,-1.1800166666666667,,4.0,,,,err,Not Democracy,6.763674934808383,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1949,Late
1554,Telephones_Total Number_CI,Telephones,CIV,Ivory Coast,0.14643856590002072,-9.600469442044202e+227,0.13768741229759235,1987.8082212374152,0.9972820174489904,0.05161765535864193,0.9981804830236118,31.916128579527978,1949,50,,,31.74054831034483,1.5747164750000002,,,-9.0,,,2505.3076923076924,-0.1563627586206896,,3.0,,,,err,Not Democracy,7.8261668372363795,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
1575,Telephones_Total Number_CM,Telephones,CMR,Cameroon,0.13861026216065067,-1.329136157393993e+214,0.094295368480224,2010.9380159920222,0.997345637154188,0.01235509179176684,0.997866886031654,46.60302224275268,1949,54,,,23.36272370212766,2.4632442985,-120482629.1736177,,-5.115384615384615,,,1777.950616129032,-0.3950155769230769,-0.8845716415384616,3.0,,,,LM,Not Democracy,7.483216640732569,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1949,Late
168,Natural Gas Pipelines_Cumulative Number of Units_VE,Natural Gas Pipelines,VEN,Venezuela,err,,0.07653594904319269,1944.1916085705996,0.8204827766713105,0.06631811389867577,0.8134451208991642,57.41679837526354,1950,74,,,,,,,,,,,,,,,,,err,,,0.049512657,Low Material Use,,,1872,Customized [3],Simple [1],Firms [1],1.59E+11,Low,50.0,Decades,No,Yes,,Infrastructure,Mechanical Engineering; Lighting; Heating; Weapons; Blasting,Cumulative Number of Units,km,1950,Late
5403,Freezer_Share of Households_US,Freezer,USA,United States,0.029281777644356573,-1.204027087273941e+25,0.17096707992064233,1959.0895920892397,0.9504428325490178,0.12420746462607678,0.9460106336638828,25.703481376135148,1950,12,,,,,,,9.0,,,16825.7,,,2.0,,,,err,Democracy,9.730662758402303,0.198396501,Medium Material Use,,,1940,Standardized [1],Simple [1],Both [3],4081.6075,Medium,21.0,Decades,Yes,Yes,,Appliances,Human Necessities,Share of Households,%,1950,NaN
2640,Sulphuric Acid_Annual Production_CU,Sulphuric Acid,CUB,Cuba,0.0695735731229367,-6.057904757126007e+93,0.37828800808343555,1964.3891309092544,0.971088172170186,0.28899432051194784,0.9660306821442536,11.616675815172009,1950,38,,,,,,,-5.8,,,2849.866666666667,-0.30522,,4.0,,,,err,Not Democracy,7.955027488542577,6.991051454,High Material Use,,,1838,Customized [3],Complex [3],Firms [1],3048700,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1950,Late
1441,Television_Total Number_FR,Television,FRA,France,0.23908297738865228,-inf,0.10676631163723951,1994.5483267276734,0.9960803355175556,0.0332827874099187,0.9987320952709894,41.15951077905064,1950,52,,,18.351096875,5.28979389117647,2986821154.953472,,8.021739130434783,,,18938.95803695652,1.6031666666666666,,1.0,,,,H,Democracy,9.848976351338498,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1950,Late
2672,Hydrochloric Acid_Annual Production_DZ,Hydrochloric Acid,DZA,Algeria,0.08589334695365779,-3.5928038292625846e+121,2.1923618158502283,1976.3152546548026,0.5521475790873969,2.3918330384184485,0.5512932862428909,2.00443609394292,1950,38,,,33.871463705882356,1.581679911111111,,,-8.8,,,2964.0,-0.4614133333333333,,4.0,,,,err,Not Democracy,7.994294986415977,13.48435814,High Material Use,,1888,1892,Customized [3],Complex [3],Firms [1],917260282.5,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1950,Late
2820,Telephones_Total Number_PH,Telephones,PHL,Philippines,0.16940188260547284,-3.012938795682777e+263,0.1578258669811291,1981.0227446870533,0.998197985500611,0.05100445638527257,0.9967510819276604,27.843656041489535,1950,39,13.222513833333332,,19.114096,2.80475581,-76800000.0,,0.375,,,2710.71875,-0.1716649999999999,,3.0,,,,err,Not Democracy,7.904969100110982,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1950,Late
1542,Sulphuric Acid_Annual Production_BR,Sulphuric Acid,BRA,Brazil,0.07364710411114841,-3.177393750253301e+99,0.14092964916621983,1982.8297712898059,0.9683158938227268,0.0725453911767687,0.9724652600558492,31.181864005702554,1950,49,,,8.114060245833334,5.363456690909091,-1796333333.3333333,,-1.4545454545454546,,,4650.64705882353,0.19119125,,4.0,,,,err,Not Democracy,8.444761641335768,6.991051454,High Material Use,,,1838,Customized [3],Complex [3],Firms [1],3048700,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1950,Late
2669,Sulphuric Acid_Annual Production_MX,Sulphuric Acid,MEX,Mexico,0.049221043333088466,-8.084078870619786e+56,0.33138547851358996,1969.2722904716275,0.848373950273029,0.2474073955288625,0.8345012210707908,13.260838025804516,1950,38,,,9.83653,3.6385421,,,-6.0,,,4799.0,-0.0707667,,3.0,,,,err,Not Democracy,8.476162841858246,6.991051454,High Material Use,,,1838,Customized [3],Complex [3],Firms [1],3048700,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1950,Late
